id 	 symbal	     lable	     description
6992 	 /m/044_7j 	 Steven Blum	 American voice actor 
6993 	 /m/044bn 	 Joseph Cotten	 American film, stage and television actor 
6994 	 /m/044crp 	 Estudiantes de La Plata	 Argentine association football club 
6995 	 /m/044f7 	 Jim Henson	 American puppeteer 
6996 	 /m/044g_k 	 Superman Returns	 2006 superhero film 
6997 	 /m/044gyq 	 Jill Scott	 American soul musician, singer, poet and actress 
6998 	 /m/044k8 	 Janis Joplin	 American singer and songwriter 
6999 	 /m/044kwr 	 Joseph M. Schenck	 Film studio executive 
7000 	 /m/044l47 	 Zimbabwe national football team	 national association football team 
7001 	 /m/044lbv 	 Angola national football team	 national association football team 
7002 	 /m/044lyq 	 Jared Harris	 British actor 
7003 	 /m/044mfr 	 Adam Levine	 singer, songwriter, actor, and record producer from the United States 
7004 	 /m/044mjy 	 Josh Holloway	 American actor 
7005 	 /m/044mm6 	 Malcolm David Kelley	 American actor 
7006 	 /m/044mrh 	 Daniel Dae Kim	 South Korean-American actor 
7007 	 /m/044mvs 	 Ian Somerhalder	 American actor, model and director 
7008 	 /m/044mz_ 	 Naveen Andrews	 British actor 
7009 	 /m/044n3h 	 Yunjin Kim	 South Korean-American actress 
7010 	 /m/044ntk 	 Richard Benjamin	 actor, film director 
7011 	 /m/044p4_ 	 Newell's Old Boys	 Argentinian football team 
7012 	 /m/044pqn 	 Ajay Devgan	 Indian actor 
7013 	 /m/044prt 	 Sunil Shetty	 Indian actor 
7014 	 /m/044ptm 	 Om Puri	 Indian actor 
7015 	 /m/044qx 	 James Stewart	 American film and stage actor 
7016 	 /m/044rv 	 Jakarta	 province of Indonesia, capital region of Indonesia 
7017 	 /m/044rvb 	 J. K. Simmons	 American actor 
7018 	 /m/044zvm 	 Rita Wilson	 actress, producer 
7019 	 /m/04511f 	 Brannon Braga	 television producer 
7020 	 /m/0451j 	 Jet Li	 Chinese martial artist and actor 
7021 	 /m/04523f 	 Bellshill	 town in Scotland 
7022 	 /m/045346 	 Bahrain national football team	 national association football team 
7023 	 /m/0453t 	 Joseph Campbell	 American mythologist, writer and lecturer 
7024 	 /m/0454s1 	 Richard Thorpe	 American actor and film director 
7025 	 /m/0456xp 	 Sienna Miller	 English actress 
7026 	 /m/0456zg 	 Alfie	 2004 film by Charles Shyer 
7027 	 /m/0457w0 	 Ricardo Fuller	 footballer 
7028 	 /m/045931 	 M. Emmet Walsh	 American actor 
7029 	 /m/0459q4 	 Cantonese	 standard dialect of Yue language that originated in the vicinity of Guangzhou (Canton) in southern China 
7030 	 /m/0459z 	 Johannes Brahms	 German composer and pianist 
7031 	 /m/045bg 	 Jean-Paul Sartre	 French existentialist philosopher, playwright, novelist, screenwriter, political activist, biographer, and literary critic 
7032 	 /m/045bs6 	 Donal Logue	 Canadian film and television actor, producer and writer 
7033 	 /m/045c66 	 Aidan Quinn	 American actor 
7034 	 /m/045c7b 	 Google	 American multinational Internet and technology corporation 
7035 	 /m/045cq 	 John Frankenheimer	 film director 
7036 	 /m/045g4l 	 Curly Howard	 American comedian as one of the Three Stooges 
7037 	 /m/045gzq 	 Tony Todd	 American actor and producer 
7038 	 /m/045hz5 	 Sharmila Tagore	 Indian actress 
7039 	 /m/045j3w 	 The Grudge	 2004 film by Takashi Shimizu 
7040 	 /m/045m1_ 	 Jesus Christ	 central figure of Christianity 
7041 	 /m/045n3p 	 Amjad Khan	 Indian actor 
7042 	 /m/045nc5 	 Yu-Gi-Oh! GX	 anime 
7043 	 /m/045qmr 	 Digimon Adventure	 None 
7044 	 /m/045r_9 	 An Early Frost	 1985 American TV movie, the first major film to deal with the AIDS Crisis 
7045 	 /m/045vhb 	 Breda	 municipality and city in the Netherlands 
7046 	 /m/045w_4 	 Gillian Spencer	 American actress 
7047 	 /m/045xh 	 James Tiptree, Jr. Award	 None 
7048 	 /m/045xx 	 Juventus F.C.	 association football club from Italy 
7049 	 /m/045zr 	 Joni Mitchell	 Canadian musician 
7050 	 /m/0462hhb 	 An Education	 2009 film by Lone Scherfig 
7051 	 /m/046488 	 Ashley Palacios	 2004 film by Terry George 
7052 	 /m/0464pz 	 The Wire	 American TV series 
7053 	 /m/0465_ 	 John Keats	 English Romantic poet 
7054 	 /m/0466hh 	 FC Groningen	 Dutch association football club 
7055 	 /m/0466k4 	 Jacob Zuma	 4th President of South Africa 
7056 	 /m/0466p0j 	 51st Annual Grammy Awards	 award ceremony 
7057 	 /m/0466p20 	 γ-tocopherol	 chemical compound 
7058 	 /m/0466s8n 	 The Road	 2009 film directed by John Hillcoat 
7059 	 /m/04682_ 	 St Helens	 town in Merseyside, England 
7060 	 /m/0468g4r 	 Best Screenplay Award (Cannes Film Festival)	 award 
7061 	 /m/046_v 	 Jack Kirby	 American comic book artist, writer and editor 
7062 	 /m/046b0s 	 Village Roadshow Pictures	 company 
7063 	 /m/046br4 	 Club de Gimnasia y Esgrima La Plata	 Argentine sports club 
7064 	 /m/046chh 	 Jon Polito	 American actor 
7065 	 /m/046f25 	 Grenada national football team	 national association football team 
7066 	 /m/046f3p 	 Kinsey	 2004 film by Bill Condon 
7067 	 /m/046fz5 	 Kenya national football team	 men's national association football team representing Kenya 
7068 	 /m/046k81 	 San Juan Jabloteh	 association football club 
7069 	 /m/046lt 	 Jay Leno	 American comedian, actor, writer, producer, voice actor and television host 
7070 	 /m/046m59 	 S. Epatha Merkerson	 American actress 
7071 	 /m/046mxj 	 Ronald D. Moore	 Screenwriter and television producer 
7072 	 /m/046n4q 	 RKC Waalwijk	 Dutch association football club 
7073 	 /m/046p9 	 Jamiroquai	 British acid jazz band 
7074 	 /m/046qpy 	 Codemasters	 company that develops video games 
7075 	 /m/046qq 	 Jon Voight	 American actor 
7076 	 /m/046rfv 	 Meena	 Indian actress 
7077 	 /m/046vvc 	 Thailand national football team	 men's national association football team representing Thailand 
7078 	 /m/046zh 	 Julia Roberts	 American actress and producer 
7079 	 /m/0473m9 	 California College of the Arts	 Art, design, architecture, and writing school located in the San Francisco Bay Area 
7080 	 /m/0473q 	 Jeff Lynne	 British rock musician 
7081 	 /m/0473rc 	 Bedazzled	 2000 film by Harold Ramis 
7082 	 /m/04764j 	 Sydney F.C.	 association football club 
7083 	 /m/0478__m 	 Lady Gaga	 American singer, songwriter, and actress 
7084 	 /m/047951 	 national university	 University managed by a country 
7085 	 /m/0479b 	 Keanu Reeves	 Canadian actor, director, producer, and musician 
7086 	 /m/047bynf 	 Me and Orson Welles	 2008 film by Richard Linklater 
7087 	 /m/047byns 	 Primetime Emmy Award for Outstanding Writing for a Variety, Music or Comedy Program	 award 
7088 	 /m/047c9l 	 Kristin Chenoweth	 actress, singer, author 
7089 	 /m/047cqr 	 Brian K. Vaughan	 American screenwriter, comic book creator 
7090 	 /m/047csmy 	 Transformers: Revenge of the Fallen	 2009 science fiction film 
7091 	 /m/047cx 	 King Crimson	 British art rock band 
7092 	 /m/047d21r 	 The Fighter	 2010 biographical sports drama film directed by David O. Russell 
7093 	 /m/047dpm0 	 1995 Major League Baseball draft	 baseball draft of amateur players by Major League Baseball 
7094 	 /m/047f9jp 	 Jagdish Raj	 India actor 
7095 	 /m/047fjjr 	 Shanghai	 2010 American mystery/thriller film 
7096 	 /m/047fwlg 	 Gold Coast United FC	 association football club 
7097 	 /m/047g6 	 Karl Popper	 Austrian-British philosopher of science 
7098 	 /m/047g6m 	 Brescia Calcio	 Italian association football club 
7099 	 /m/047g8h 	 placekicker	 None 
7100 	 /m/047g98 	 Cagliari Calcio	 Italian association football club 
7101 	 /m/047gn4y 	 Prince of Persia: The Sands of Time	 2010 American film produced by Walt Disney Pictures 
7102 	 /m/047gpsd 	 My Sister's Keeper	 2009 film by Nick Cassavetes 
7103 	 /m/047hpm 	 Rachel Bilson	 American actress 
7104 	 /m/047jhq 	 Juhi Chawla	 Indian actress 
7105 	 /m/047kn_ 	 Lyngby Boldklub	 association football club in Denmark 
7106 	 /m/047lj 	 Kazakhstan	 country in Central Asia 
7107 	 /m/047m_w 	 Hollyoaks	 British soap opera 
7108 	 /m/047msdk 	 (500) Days of Summer	 2009 American comedy drama film 
7109 	 /m/047myg9 	 The Last Station	 2009 film by Michael Hoffman 
7110 	 /m/047n8xt 	 Bright Star	 2009 film by Jane Campion 
7111 	 /m/047p798 	 Whip It	 2009 film by Drew Barrymore 
7112 	 /m/047p7fr 	 I Love You Phillip Morris	 2009 American comedy/drama film 
7113 	 /m/047q2k1 	 3 Idiots	 2009 Indian comedy film 
7114 	 /m/047q2wc 	 Jim Wilson	 film director, screenwriter, film producer 
7115 	 /m/047qxs 	 Timeline	 2003 science fiction adventure film directed by Richard Donner 
7116 	 /m/047rgpy 	 music executive	 person making executive decisions over artists of a record label 
7117 	 /m/047rkcm 	 The Ugly Truth	 2009 film by Robert Luketic 
7118 	 /m/047s_cr 	 Raghu Babu	 Indian actor 
7119 	 /m/047sgz4 	 Primetime Emmy Award for Outstanding Main Title Theme Music	 None 
7120 	 /m/047svrl 	 Funny People	 2009 film by Judd Apatow 
7121 	 /m/047sxrj 	 Nicki Minaj	 American rapper, singer-songwriter, actress and model 
7122 	 /m/047t_ 	 Kiribati	 island nation in the central Pacific Ocean 
7123 	 /m/047tsx3 	 The Notebook	 2004 American romantic drama film 
7124 	 /m/047vnfs 	 association football manager	 team manager in association football (soccer) 
7125 	 /m/047vnkj 	 2012	 2009 film by Roland Emmerich 
7126 	 /m/047vp1n 	 Youth in Revolt	 2009 film by Miguel Arteta 
7127 	 /m/047wh1 	 Planet of the Apes	 2001 science fiction film 
7128 	 /m/047xyn 	 World Fantasy Award for Life Achievement	 None 
7129 	 /m/047yc 	 Kuwait	 state in Western Asia 
7130 	 /m/0484q 	 Kurt Cobain	 American musician and artist 
7131 	 /m/0486tv 	 freestyle wrestling	 style of amateur wrestling 
7132 	 /m/0487_ 	 Kansas City Chiefs	 National Football League franchise in Kansas City, Missouri 
7133 	 /m/0487c3 	 Jason Roberts	 footballer 
7134 	 /m/0488g 	 Kansas	 state in the United States of America 
7135 	 /m/0488g9 	 Joseph Barbera	 American animator, director, producer, storyboard artist, and cartoon artist 
7136 	 /m/048_lz 	 Syria national football team	 men's national association football team representing Syria 
7137 	 /m/048_p 	 Kim Stanley Robinson	 American science fiction writer 
7138 	 /m/048cl 	 Karl Marx	 German philosopher, economist, sociologist, journalist and revolutionary socialist 
7139 	 /m/048fz 	 Korea	 historic country in East Asia 
7140 	 /m/048gd_ 	 Club de Futbol Olimpia	 association football club 
7141 	 /m/048hf 	 Kyle MacLachlan	 American actor 
7142 	 /m/048htn 	 Unfaithful	 2002 American erotic thriller film 
7143 	 /m/048j1q 	 Alianza Fútbol Club	 association football club in El Salvador 
7144 	 /m/048j4l 	 Fender Precision Bass	 None 
7145 	 /m/048kw 	 Kent	 ceremonial county in England (use Q21694674 for administrative non-metropolitan county) 
7146 	 /m/048ldh 	 Hamilton Bulldogs	 ice hockey team in the American Hockey League 
7147 	 /m/048lv 	 Kevin Spacey	 American actor, director, cantante , producer 
7148 	 /m/048n7 	 Korean War	 1950-1953 war on the Korean Peninsula during the Cold War 
7149 	 /m/048q6x 	 Robert Morse	 American actor 
7150 	 /m/048qrd 	 Crossroads	 American film with Britney Spears 
7151 	 /m/048rn 	 King Kong	 1933 American monster adventure film 
7152 	 /m/048s0r 	 Taye Diggs	 American actor 
7153 	 /m/048scx 	 Thirteen Days	 2000 thriller movie on the Cuban missile crisis 
7154 	 /m/048svj 	 Jagathy Sreekumar	 Indian actor 
7155 	 /m/048t8y 	 The Criterion Collection	 company 
7156 	 /m/048tgl 	 Josh Freese	 session musician 
7157 	 /m/048tv9 	 Blade: Trinity	 2004 film by David S. Goyer 
7158 	 /m/048vhl 	 Daredevil	 2003 movie based on the comic book 
7159 	 /m/048wrb 	 Stephen Merchant	 English writer, director, radio presenter, comedian and actor 
7160 	 /m/048xg8 	 Napoli	 professional Italian association football club 
7161 	 /m/048xh 	 Kraftwerk	 German electronic music band 
7162 	 /m/048xyn 	 The Messenger: The Story of Joan of Arc	 1999 film by Luc Besson 
7163 	 /m/048yqf 	 Elektra	 2005 Canadian-American superhero film 
7164 	 /m/048z7l 	 American Jews	 ethnic group 
7165 	 /m/04913k 	 Chiba Lotte Marines	 Nippon Professional Baseball team in the Pacific League 
7166 	 /m/049468 	 Jaya Bhaduri Bachchan	 Indian politician and actress 
7167 	 /m/0494n 	 Kabul	 capital of Afghanistan 
7168 	 /m/04954 	 Kevin Bacon	 American actor 
7169 	 /m/04954r 	 Around the World in 80 Days	 1956 film by Michael Anderson, John Farrow 
7170 	 /m/0495ys 	 93rd United States Congress	 None 
7171 	 /m/04969y 	 Some Kind of Monster	 2004 film by Joe Berlinger and Bruce Sinofsky 
7172 	 /m/0498y 	 Kentucky	 state of the United States of America 
7173 	 /m/0498yf 	 FC Lokomotiv Moscow	 association football club in Moscow, Russia 
7174 	 /m/049912 	 F.C. Nantes	 association football club in France 
7175 	 /m/04991x 	 F.C. Girondins de Bordeaux	 French association football club 
7176 	 /m/04994l 	 F.C. Metz	 association football club in France 
7177 	 /m/04999m 	 Unione Sportiva Lecce	 Italian football club 
7178 	 /m/0499lc 	 John Patrick Shanley	 American writer 
7179 	 /m/049_zz 	 Matt Lauer	 American journalist 
7180 	 /m/049bmk 	 Associazione Sportiva Livorno Calcio	 Italian association football club 
7181 	 /m/049bp4 	 Robur Siena	 Italian football club 
7182 	 /m/049c6t 	 Earache Records	 record label 
7183 	 /m/049d1 	 Kuala Lumpur	 capital of Malaysia 
7184 	 /m/049d_ 	 Sporting Kansas City	 American soccer club 
7185 	 /m/049dk 	 Kansas State University	 public university in the state of Kansas 
7186 	 /m/049dyj 	 Kevin Nealon	 American comedian 
7187 	 /m/049dzz 	 Hertha BSC	 sports club of Berlin in Germany 
7188 	 /m/049f05 	 VfL Wolfsburg	 sportsclub from Wolfsburg 
7189 	 /m/049f88 	 Vicenza Calcio	 Italian football club based in Vicenza 
7190 	 /m/049fbh 	 Empoli F.C.	 Italian association football club 
7191 	 /m/049fcd 	 Modena F.C.	 Italian association football club 
7192 	 /m/049fgvm 	 Louis C.K.	 American comedian and actor 
7193 	 /m/049g_xj 	 Ellen Page	 Canadian actress 
7194 	 /m/049gc 	 Kurt Vonnegut	 20th-century American writer 
7195 	 /m/049k07 	 Thomas Ian Nicholas	 American actor, musician and director 
7196 	 /m/049k4w 	 right fielder	 the outfielder in baseball or softball who plays defense in right field 
7197 	 /m/049kw 	 Kingston upon Thames	 principal settlement of the Royal Borough of Kingston upon Thames in southwest London 
7198 	 /m/049l7 	 Ken Loach	 British film director and screenwriter 
7199 	 /m/049lr 	 Karnataka	 Indian state 
7200 	 /m/049m19 	 John Abraham	 Indian film actor, producer and model 
7201 	 /m/049m_l 	 A.C. Cesena	 Italian association football club 
7202 	 /m/049mql 	 Alexander	 2004 film by Oliver Stone 
7203 	 /m/049mr 	 KLM	 flag carrier airline of the Netherlands 
7204 	 /m/049msk 	 F.C. Bari 1908	 Italian sports club 
7205 	 /m/049n2l 	 Calcio Catania	 Italian association football club 
7206 	 /m/049n3s 	 Ascoli Picchio F.C. 1898	 Italian association football club 
7207 	 /m/049n7 	 Kansas City Royals	 baseball team and Major League Baseball franchise in Kansas City, Missouri, United States 
7208 	 /m/049nq 	 Kingdom of the Netherlands	 sovereign state in Europe and the Caribbean 
7209 	 /m/049ql1 	 Vivendi	 French media company 
7210 	 /m/049qx 	 Kylie Minogue	 Australian singer, recording artist, songwriter and actress 
7211 	 /m/049rl0 	 Category:BBC News	 BBC department responsible for the gathering and broadcasting of news and current affairs 
7212 	 /m/049sb 	 Kareem Abdul-Jabbar	 American basketball player 
7213 	 /m/049t4g 	 Ian Bannen	 Scottish character actor and occasional leading man 
7214 	 /m/049tb 	 Kuomintang	 political party in the Republic of China 
7215 	 /m/049tjg 	 Van Johnson	 American film and television actor and dancer 
7216 	 /m/049vhf 	 U.S. Gold	 British video game publisher and developer 
7217 	 /m/049w1q 	 The Clearing	 2004 film by Pieter Jan Brugge 
7218 	 /m/049wm 	 Kagoshima	 city of Japan, capital of Kagoshima Prefecture 
7219 	 /m/049xgc 	 The Aviator	 2004 American biographical drama film 
7220 	 /m/049yf 	 Kyushu	 third largest island of Japan 
7221 	 /m/04_1l0v 	 contiguous United States	 48 states of the United States apart from Alaska and Hawaii 
7222 	 /m/04_1nk 	 Peter Lamont	 art director 
7223 	 /m/04__f 	 Marlon Brando	 American screen and stage actor 
7224 	 /m/04_bfq 	 Delfino Pescara 1936	 Italian association football club 
7225 	 /m/04_by 	 Mary Shelley	 English novelist, short story writer, dramatist, essayist, biographer, and travel writer 
7226 	 /m/04_cdd 	 F.C. Crotone	 Italian association football club 
7227 	 /m/04_j5s 	 New York University School of Law	 law school of New York University in Manhattan, New York, United States 
7228 	 /m/04_jsg 	 Tom DeLonge	 American rock musician 
7229 	 /m/04_lb 	 Moncton	 city in New Brunswick, Canada 
7230 	 /m/04_m9gk 	 2009 Toronto International Film Festival	 2009 film festival edition 
